Cost		Observability	Redundancy	Layout
(3, 6, 0)	[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]
(3, 6, 0)	[0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0]
(3, 6, 0)	[0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0]
(3, 6, 0)	[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1]
(3, 6, 0)	[0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0]
(3, 6, 0)	[0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0]
(3, 6, 0)	[0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0]
(3, 6, 0)	[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]
(3, 6, 0)	[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]
(3, 6, 0)	[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0]
(3, 6, 0)	[1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]
(3, 6, 0)	[1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]
(3, 6, 0)	[1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]
(3, 6, 0)	[1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]
(3, 6, 0)	[1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]
(3, 6, 0)	[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]
(3, 4, 3)	[0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0]
(3, 4, 3)	[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1]
(3, 4, 3)	[0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0]
(3, 4, 3)	[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1]
(3, 4, 3)	[0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0]
(3, 4, 3)	[0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0]
(4, 9, 0)	[0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0]
(4, 9, 0)	[0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0]
(4, 9, 0)	[0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0]
(4, 9, 0)	[0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0]
(4, 9, 0)	[0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0]
(4, 9, 0)	[0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0]
(4, 9, 0)	[0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0]
(4, 9, 0)	[0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0]
(4, 9, 0)	[0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0]
(4, 9, 0)	[0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0]
(4, 9, 0)	[0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0]
(4, 9, 0)	[0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0]
(4, 9, 0)	[0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0]
(4, 9, 0)	[0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0]
(4, 9, 0)	[0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0]
(4, 9, 0)	[0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0]
(4, 9, 0)	[0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0]
(4, 9, 0)	[0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0]
(4, 9, 0)	[0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0]
(4, 9, 0)	[0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0]
(4, 9, 0)	[0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0]
(4, 9, 0)	[0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0]
(4, 9, 0)	[0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0]
(4, 9, 0)	[0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0]
(4, 9, 0)	[0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0]
(4, 9, 0)	[0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0]
(4, 9, 0)	[0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0]
(4, 9, 0)	[0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0]
(4, 9, 0)	[0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0]
(4, 9, 0)	[0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0]
(4, 9, 0)	[0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0]
(4, 9, 0)	[1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]
(4, 9, 0)	[1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0]
(4, 9, 0)	[1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0]
(4, 9, 0)	[1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0]
(4, 9, 0)	[1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0]
(4, 9, 0)	[1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0]
(4, 9, 0)	[1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0]
(4, 9, 0)	[1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0]
(4, 9, 0)	[1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0]
(4, 9, 0)	[1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]
(4, 9, 0)	[1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0]
(4, 9, 0)	[1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]
(4, 9, 0)	[1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0]
(4, 9, 0)	[1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0]
(4, 9, 0)	[1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0]
(4, 9, 0)	[1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0]
(4, 9, 0)	[1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0]
(4, 9, 0)	[1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0]
(4, 9, 0)	[1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0]
(4, 9, 0)	[1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0]
(4, 9, 0)	[1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0]
(4, 9, 0)	[1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0]
(4, 9, 0)	[1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0]
(4, 9, 0)	[1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0]
(4, 9, 0)	[1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0]
(4, 9, 0)	[1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0]
(4, 9, 0)	[1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]
(4, 9, 0)	[1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0]
(4, 9, 0)	[1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0]
(4, 9, 0)	[1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0]
(4, 9, 0)	[1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0]
(4, 9, 0)	[1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0]
(4, 9, 0)	[1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0]
(4, 9, 0)	[1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0]
(4, 9, 0)	[1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0]
(4, 6, 4)	[0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0]
(4, 6, 4)	[0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1]
(4, 6, 4)	[0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0]
(4, 6, 4)	[0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0]
(4, 6, 4)	[0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1]
(4, 6, 4)	[1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0]
(4, 6, 4)	[1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0]
(5, 11, 0)	[0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1]
(5, 11, 0)	[0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1]
(5, 11, 0)	[0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1]
(5, 11, 0)	[0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1]
(5, 11, 0)	[0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1]
(5, 11, 0)	[0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1]
(5, 11, 0)	[0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1]
(5, 11, 0)	[0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1]
(5, 11, 0)	[0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1]
(5, 11, 0)	[0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1]
(5, 11, 0)	[0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1]
(5, 11, 0)	[0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1]
(5, 11, 0)	[0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1]
(5, 11, 0)	[0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0]
(5, 11, 0)	[0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0]
(5, 11, 0)	[0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0]
(5, 11, 0)	[0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0]
(5, 11, 0)	[0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0]
(5, 11, 0)	[0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0]
(5, 11, 0)	[0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0]
(5, 11, 0)	[0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0]
(5, 11, 0)	[0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1]
(5, 11, 0)	[0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1]
(5, 11, 0)	[0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1]
(5, 11, 0)	[0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1]
(5, 11, 0)	[0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1]
(5, 11, 0)	[0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0]
(5, 11, 0)	[0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0]
(5, 11, 0)	[0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0]
(5, 11, 0)	[0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0]
(5, 11, 0)	[0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0]
(5, 11, 0)	[0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1]
(5, 11, 0)	[0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1]
(5, 11, 0)	[0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1]
(5, 11, 0)	[0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1]
(5, 11, 0)	[0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1]
(5, 11, 0)	[0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1]
(5, 11, 0)	[0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1]
(5, 11, 0)	[0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1]
(5, 11, 0)	[0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1]
(5, 11, 0)	[0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1]
(5, 11, 0)	[0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1]
(5, 11, 0)	[0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1]
(5, 11, 0)	[0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1]
(5, 11, 0)	[0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1]
(5, 11, 0)	[0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0]
(5, 11, 0)	[0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1]
(5, 11, 0)	[0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1]
(5, 11, 0)	[0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0]
(5, 11, 0)	[0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0]
(5, 11, 0)	[0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1]
(5, 11, 0)	[0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1]
(5, 11, 0)	[0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0]
(5, 11, 0)	[0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0]
(5, 11, 0)	[0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0]
(5, 11, 0)	[0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0]
(5, 11, 0)	[0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0]
(5, 11, 0)	[0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0]
(5, 11, 0)	[0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0]
(5, 11, 0)	[0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0]
(5, 11, 0)	[0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0]
(5, 11, 0)	[0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0]
(5, 11, 0)	[0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1]
(5, 11, 0)	[0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1]
(5, 11, 0)	[0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1]
(5, 11, 0)	[0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1]
(5, 11, 0)	[0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1]
(5, 11, 0)	[0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0]
(5, 11, 0)	[0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0]
(5, 11, 0)	[0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0]
(5, 11, 0)	[0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0]
(5, 11, 0)	[0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0]
(5, 11, 0)	[1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]
(5, 11, 0)	[1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1]
(5, 11, 0)	[1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1]
(5, 11, 0)	[1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1]
(5, 11, 0)	[1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1]
(5, 11, 0)	[1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1]
(5, 11, 0)	[1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1]
(5, 11, 0)	[1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1]
(5, 11, 0)	[1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1]
(5, 11, 0)	[1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1]
(5, 11, 0)	[1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1]
(5, 11, 0)	[1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1]
(5, 11, 0)	[1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1]
(5, 11, 0)	[1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1]
(5, 11, 0)	[1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1]
(5, 11, 0)	[1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1]
(5, 11, 0)	[1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1]
(5, 11, 0)	[1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1]
(5, 11, 0)	[1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0]
(5, 11, 0)	[1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1]
(5, 11, 0)	[1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1]
(5, 11, 0)	[1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1]
(5, 11, 0)	[1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0]
(5, 11, 0)	[1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0]
(5, 11, 0)	[1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1]
(5, 11, 0)	[1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1]
(5, 11, 0)	[1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0]
(5, 11, 0)	[1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1]
(5, 11, 0)	[1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0]
(5, 11, 0)	[1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0]
(5, 11, 0)	[1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0]
(5, 11, 0)	[1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0]
(5, 11, 0)	[1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0]
(5, 11, 0)	[1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0]
(5, 11, 0)	[1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0]
(5, 11, 0)	[1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0]
(5, 11, 0)	[1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0]
(5, 11, 0)	[1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0]
(5, 11, 0)	[1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0]
(5, 11, 0)	[1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0]
(5, 11, 0)	[1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1]
(5, 11, 0)	[1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1]
(5, 11, 0)	[1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1]
(5, 11, 0)	[1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1]
(5, 11, 0)	[1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1]
(5, 11, 0)	[1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1]
(5, 11, 0)	[1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1]
(5, 11, 0)	[1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1]
(5, 11, 0)	[1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0]
(5, 11, 0)	[1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0]
(5, 11, 0)	[1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0]
(5, 11, 0)	[1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0]
(5, 11, 0)	[1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0]
(5, 11, 0)	[1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0]
(5, 11, 0)	[1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0]
(5, 11, 0)	[1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0]
(5, 11, 0)	[1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1]
(5, 11, 0)	[1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1]
(5, 11, 0)	[1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1]
(5, 11, 0)	[1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1]
(5, 11, 0)	[1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1]
(5, 11, 0)	[1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1]
(5, 11, 0)	[1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1]
(5, 11, 0)	[1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1]
(5, 11, 0)	[1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1]
(5, 11, 0)	[1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0]
(5, 11, 0)	[1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1]
(5, 11, 0)	[1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0]
(5, 11, 0)	[1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1]
(5, 11, 0)	[1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0]
(5, 11, 0)	[1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0]
(5, 11, 0)	[1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0]
(5, 11, 0)	[1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0]
(5, 11, 0)	[1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0]
(5, 11, 0)	[1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0]
(5, 11, 0)	[1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1]
(5, 11, 0)	[1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1]
(5, 11, 0)	[1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1]
(5, 11, 0)	[1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0]
(5, 11, 0)	[1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0]
(5, 11, 0)	[1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0]
(5, 9, 5)	[0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0]
(5, 9, 5)	[1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0]
(5, 9, 5)	[1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0]
(5, 9, 5)	[1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0]
