From date,To date,AIT_400_001A_P.PV,FIT_400_001A_P.PV,FIT_400_002A_P.PV,P_400_002A_P.RPM_MV,PIT_400_003A_P.PV,P_400_001A_P.RPM_MV,PDIT_400_002A_P.PV
11/1/23 9:30,11/1/23 9:45,566.54,809.91,702.04,48.07,930,34.56,48.87
11/1/23 9:45,11/1/23 10:00,566.54,809.91,702.04,48.07,930,34.56,48.87
11/1/23 10:00,11/1/23 10:15,566.54,809.91,702.04,48.07,930,34.56,48.87
11/1/23 10:15,11/1/23 10:30,566.54,809.91,702.04,48.07,930,34.56,48.87
11/1/23 10:30,11/1/23 10:45,566.54,809.91,702.04,48.07,930,34.56,48.87
11/1/23 10:45,11/1/23 11:00,566.54,809.91,702.04,48.07,930,34.56,48.87
11/1/23 11:00,11/1/23 11:15,566.54,809.91,702.04,48.07,930,34.56,48.87
11/1/23 11:15,11/1/23 11:30,566.54,809.91,702.04,48.07,930,34.56,48.87
11/1/23 11:30,11/1/23 11:45,566.54,809.91,702.04,48.07,930,34.56,48.87
11/1/23 11:45,11/1/23 12:00,566.54,809.91,702.04,48.07,930,34.56,48.87
11/1/23 12:00,11/1/23 12:15,566.54,809.91,702.04,48.07,930,34.56,48.87
11/1/23 12:15,11/1/23 12:30,566.54,809.91,702.04,48.07,930,34.56,48.87
11/1/23 12:30,11/1/23 12:45,566.54,809.91,702.04,48.07,930,34.56,48.87
11/1/23 12:45,11/1/23 13:00,566.54,809.91,702.04,48.07,930,34.56,48.87
11/1/23 13:00,11/1/23 13:15,566.54,809.91,702.04,48.07,930,34.56,48.87
11/1/23 13:15,11/1/23 13:30,566.54,809.91,702.04,48.07,930,34.56,48.87
11/1/23 13:30,11/1/23 13:45,54.14,77.79,67.32,4.59,0,3.3,4.72
11/1/23 13:45,11/1/23 14:00,0,3.39,0.27,0,0,0,0.05
11/1/23 14:00,11/1/23 14:15,0,398.42,6.56,0,0,6.34,7.04
11/1/23 14:15,11/1/23 14:30,0,800.16,0.37,2.78,930,33.85,43.42
11/1/23 14:30,11/1/23 14:45,599.3,798.21,649.32,46.63,930,34.23,48.04
11/1/23 14:45,11/1/23 15:00,669.28,809.06,699.66,47.82,930,34.33,48.41
11/1/23 15:00,11/1/23 15:15,654,803.34,700.08,47.94,930,34.37,48.51
11/1/23 15:15,11/1/23 15:30,644.98,807.74,699.88,47.89,930,34.4,48.58
11/1/23 15:30,11/1/23 15:45,645.01,804.52,700.29,47.96,930,34.42,48.61
11/1/23 15:45,11/1/23 16:00,636.16,810.8,699.51,47.86,930,34.45,48.67
11/1/23 16:00,11/1/23 16:15,639.84,801.87,699.68,47.98,930,34.46,48.66
11/1/23 16:15,11/1/23 16:30,635.62,805.96,700.42,47.96,930,34.48,48.71
11/1/23 16:30,11/1/23 16:45,631.26,809.19,699.67,47.92,930,34.49,48.73
11/1/23 16:45,11/1/23 17:00,631.99,804.94,700.06,47.96,930,34.51,48.74
11/1/23 17:00,11/1/23 17:15,630.96,804.59,699.88,47.99,930,34.51,48.76
11/1/23 17:15,11/1/23 17:30,628.18,805.17,700.12,47.98,930,34.51,48.76
11/1/23 17:30,11/1/23 17:45,627.17,802.39,699.96,48.01,930,34.52,48.77
11/1/23 17:45,11/1/23 18:00,624.96,804.11,700.11,47.98,930,34.52,48.78
11/1/23 18:00,11/1/23 18:15,623.86,804.72,699.88,48.01,930,34.54,48.81
11/1/23 18:15,11/1/23 18:30,618.91,809.46,700.39,47.97,930,34.54,48.83
11/1/23 18:30,11/1/23 18:45,620.58,804.14,699.58,48,930,34.54,48.81
11/1/23 18:45,11/1/23 19:00,619.06,805.08,699.88,48.02,930,34.54,48.83
11/1/23 19:00,11/1/23 19:15,618.78,802.46,699.86,48.04,930,34.54,48.81
11/1/23 19:15,11/1/23 19:30,615.24,807.37,700.13,48.01,930,34.55,48.84
11/1/23 19:30,11/1/23 19:45,614.36,807.49,700.28,48.02,930,34.55,48.87
11/1/23 19:45,11/1/23 20:00,614.42,805.17,699.9,48.03,930,34.56,48.86
11/1/23 20:00,11/1/23 20:15,612.5,805.23,699.89,48.03,930,34.56,48.88
11/1/23 20:15,11/1/23 20:30,612.82,803.42,699.87,48.05,930,34.55,48.86
11/1/23 20:30,11/1/23 20:45,612.13,804.69,699.82,48.06,930,34.57,48.86
11/1/23 20:45,11/1/23 21:00,610.33,803.68,700,48.07,930,34.57,48.88
11/1/23 21:00,11/1/23 21:15,610.68,800.43,699.98,48.08,930,34.56,48.88
11/1/23 21:15,11/1/23 21:30,608.84,806.83,699.81,48.06,930,34.55,48.89
11/1/23 21:30,11/1/23 21:45,605.57,810.05,700,48.02,930,34.57,48.92
11/1/23 21:45,11/1/23 22:00,605.09,806.2,699.75,48.07,930,34.57,48.93
11/1/23 22:00,11/1/23 22:15,602.87,801.03,700,48.11,930,34.56,48.92
11/1/23 22:15,11/1/23 22:30,598.65,801.66,699.77,48.13,930,34.56,48.93
11/1/23 22:30,11/1/23 22:45,593.79,807.04,700.39,48.12,930,34.57,48.96
11/1/23 22:45,11/1/23 23:00,593.75,807.77,700.12,48.11,930,34.58,48.98
11/1/23 23:00,11/1/23 23:15,593.71,806.75,699.86,48.1,930,34.57,48.96
11/1/23 23:15,11/1/23 23:30,597.35,800.54,699.73,48.15,930,34.57,48.95
11/1/23 23:30,11/1/23 23:45,593.73,806.36,700.09,48.12,930,34.58,48.97
11/1/23 23:45,11/2/23 0:00,589.8,805.73,699.96,48.13,930,34.57,48.98
11/2/23 0:00,11/2/23 0:15,587.68,807.88,699.97,48.11,930,34.57,48.99
11/2/23 0:15,11/2/23 0:30,589.81,805.14,700.25,48.1,930,34.58,48.99
11/2/23 0:30,11/2/23 0:45,592.37,803.96,699.94,48.16,930,34.58,48.98
11/2/23 0:45,11/2/23 1:00,594.38,802.5,699.8,48.15,930,34.58,48.99
11/2/23 1:00,11/2/23 1:15,594.66,802.96,699.89,48.16,930,34.57,48.96
11/2/23 1:15,11/2/23 1:30,594.64,805.15,700.3,48.13,930,34.56,48.96
11/2/23 1:30,11/2/23 1:45,594.46,805.9,700.02,48.13,930,34.57,48.96
11/2/23 1:45,11/2/23 2:00,594.27,806.38,699.53,48.11,930,34.57,48.96
11/2/23 2:00,11/2/23 2:15,592.95,806.82,700.04,48.1,930,34.56,48.96
11/2/23 2:15,11/2/23 2:30,595.38,805.84,699.94,48.13,930,34.56,48.96
11/2/23 2:30,11/2/23 2:45,595.51,806.8,700.14,48.08,930,34.56,48.94
11/2/23 2:45,11/2/23 3:00,594.27,807.37,699.83,48.11,930,34.56,48.97
11/2/23 3:00,11/2/23 3:15,593.1,804.27,699.82,48.15,930,34.56,48.96
11/2/23 3:15,11/2/23 3:30,593.46,802.43,699.98,48.15,930,34.57,48.95
11/2/23 3:30,11/2/23 3:45,593.15,802.57,699.79,48.13,930,34.56,48.96
11/2/23 3:45,11/2/23 4:00,592.43,804.83,700.2,48.15,930,34.56,48.98
11/2/23 4:00,11/2/23 4:15,590.18,805.34,699.87,48.13,930,34.57,48.97
11/2/23 4:15,11/2/23 4:30,589.19,807.39,700.49,48.13,930,34.58,48.99
11/2/23 4:30,11/2/23 4:45,587.26,808.91,699.54,48.1,930,34.57,48.98
11/2/23 4:45,11/2/23 5:00,590.83,801.64,700,48.17,930,34.56,48.95
11/2/23 5:00,11/2/23 5:15,590.81,803.09,699.92,48.17,930,34.57,48.98
11/2/23 5:15,11/2/23 5:30,588.27,805.72,699.54,48.15,930,34.56,48.97
11/2/23 5:30,11/2/23 5:45,587.94,804.96,699.87,48.16,930,34.57,48.98
11/2/23 5:45,11/2/23 6:00,588.46,804.78,700.41,48.15,930,34.56,48.97
11/2/23 6:00,11/2/23 6:15,587.4,807.94,700.07,48.12,930,34.57,48.99
11/2/23 6:15,11/2/23 6:30,586.19,807.54,699.87,48.11,930,34.56,48.99
11/2/23 6:30,11/2/23 6:45,586.42,807.64,699.95,48.12,930,34.57,48.98
11/2/23 6:45,11/2/23 7:00,587.78,802.56,699.78,48.15,930,34.56,48.98
11/2/23 7:00,11/2/23 7:15,588.64,802.5,700.18,48.18,930,34.57,48.97
11/2/23 7:15,11/2/23 7:30,586.34,806.61,700.58,48.13,930,34.56,48.97
11/2/23 7:30,11/2/23 7:45,584.44,807.04,699.4,48.11,930,34.57,48.99
11/2/23 7:45,11/2/23 8:00,585.94,802.61,699.97,48.16,930,34.55,48.98
11/2/23 8:00,11/2/23 8:15,584.43,803.07,700.06,48.17,930,34.55,48.96
11/2/23 8:15,11/2/23 8:30,580.7,807.33,700.05,48.16,930,34.57,48.98
11/2/23 8:30,11/2/23 8:45,578.05,810.47,700.09,48.14,930,34.56,49
11/2/23 8:45,11/2/23 9:00,579.56,805.55,699.87,48.15,930,34.57,48.98
11/2/23 9:00,11/2/23 9:15,579.62,803.19,699.94,48.18,930,34.57,48.99
11/2/23 9:15,11/2/23 9:30,580.29,802.9,700.15,48.18,930,34.56,48.98
11/2/23 9:30,11/2/23 9:45,579.87,802.05,700.01,48.19,930,34.57,48.96
11/2/23 9:45,11/2/23 10:00,579.06,806.36,700.22,48.18,930,34.56,48.96
11/2/23 10:00,11/2/23 10:15,581.07,807.49,700.43,48.13,930,34.55,48.95
11/2/23 10:15,11/2/23 10:30,581.02,805.07,699.66,48.14,930,34.57,48.94
11/2/23 10:30,11/2/23 10:45,580.17,805.22,700.08,48.14,930,34.56,48.95
11/2/23 10:45,11/2/23 11:00,579.77,805.41,699.84,48.14,930,34.56,48.93
11/2/23 11:00,11/2/23 11:15,581.65,801.34,699.96,48.2,930,34.57,48.93
11/2/23 11:15,11/2/23 11:30,579.88,803.98,699.96,48.17,930,34.56,48.95
11/2/23 11:30,11/2/23 11:45,578.91,806.81,700.07,48.14,930,34.56,48.96
11/2/23 11:45,11/2/23 12:00,579.64,805.49,700.12,48.16,930,34.57,48.94
11/2/23 12:00,11/2/23 12:15,579.12,804.91,699.77,48.16,930,34.56,48.93
11/2/23 12:15,11/2/23 12:30,578.73,803.02,700.07,48.17,930,34.56,48.92
11/2/23 12:30,11/2/23 12:45,579.19,803.4,700.05,48.18,930,34.57,48.93
11/2/23 12:45,11/2/23 13:00,578.08,802.56,699.83,48.2,930,34.56,48.94
11/2/23 13:00,11/2/23 13:15,575.96,807.04,700.16,48.17,930,34.56,48.94
11/2/23 13:15,11/2/23 13:30,575.33,807.42,699.78,48.16,930,34.57,48.94
11/2/23 13:30,11/2/23 13:45,578.38,801.86,700.34,48.2,930,34.56,48.91
11/2/23 13:45,11/2/23 14:00,575.83,807.31,700.26,48.16,930,34.57,48.93
11/2/23 14:00,11/2/23 14:15,576.46,803.51,700.04,48.19,930,34.56,48.9
11/2/23 14:15,11/2/23 14:30,575.4,804.05,699.98,48.18,930,34.56,48.92
11/2/23 14:30,11/2/23 14:45,575.88,803.33,700.12,48.18,930,34.55,48.9
11/2/23 14:45,11/2/23 15:00,575.77,802.43,700.07,48.2,930,34.56,48.91
11/2/23 15:00,11/2/23 15:15,572.68,810.73,700.12,48.14,930,34.56,48.92
11/2/23 15:15,11/2/23 15:30,573.83,806.23,700.06,48.18,930,34.56,48.92
11/2/23 15:30,11/2/23 15:45,574.87,802.25,699.8,48.22,930,34.54,48.9
11/2/23 15:45,11/2/23 16:00,573.51,803.68,700.33,48.21,930,34.55,48.89
11/2/23 16:00,11/2/23 16:15,572.03,804.44,700.28,48.2,930,34.56,48.89
11/2/23 16:15,11/2/23 16:30,568.53,812.45,699.93,48.14,930,34.56,48.91
11/2/23 16:30,11/2/23 16:45,571.35,803.52,699.88,48.2,930,34.56,48.89
11/2/23 16:45,11/2/23 17:00,572.62,804.29,700.13,48.18,930,34.56,48.89
11/2/23 17:00,11/2/23 17:15,573.55,801.8,699.68,48.2,930,34.56,48.9
11/2/23 17:15,11/2/23 17:30,572,805.84,700.09,48.17,930,34.56,48.89
11/2/23 17:30,11/2/23 17:45,570.83,805.87,699.94,48.18,930,34.57,48.92
11/2/23 17:45,11/2/23 18:00,570.95,802.36,699.88,48.2,930,34.55,48.9
11/2/23 18:00,11/2/23 18:15,569.71,805.82,700.42,48.2,930,34.57,48.9
11/2/23 18:15,11/2/23 18:30,568.17,807.69,699.66,48.16,930,34.56,48.9
11/2/23 18:30,11/2/23 18:45,568.32,805.86,699.9,48.21,930,34.56,48.92
11/2/23 18:45,11/2/23 19:00,567.91,805.16,699.63,48.2,930,34.56,48.95
11/2/23 19:00,11/2/23 19:15,570.85,798.31,700.16,48.27,930,34.56,48.92
11/2/23 19:15,11/2/23 19:30,566.18,807.66,700.26,48.19,930,34.57,48.96
11/2/23 19:30,11/2/23 19:45,566.25,805.18,699.81,48.22,930,34.57,48.94
11/2/23 19:45,11/2/23 20:00,567.98,804.75,699.99,48.23,930,34.57,48.93
11/2/23 20:00,11/2/23 20:15,567.22,802.13,700.11,48.26,930,34.57,48.94
11/2/23 20:15,11/2/23 20:30,566.99,803.2,699.92,48.26,930,34.57,48.95
11/2/23 20:30,11/2/23 20:45,565.46,804.23,699.75,48.27,930,34.56,48.96
11/2/23 20:45,11/2/23 21:00,564.63,806.91,700.44,48.25,930,34.57,48.98
11/2/23 21:00,11/2/23 21:15,563.89,811.6,699.95,48.19,930,34.57,48.97
11/2/23 21:15,11/2/23 21:30,568.11,802.02,699.93,48.24,930,34.57,48.94
11/2/23 21:30,11/2/23 21:45,567.43,804.05,700.01,48.25,930,34.57,48.94
11/2/23 21:45,11/2/23 22:00,566.46,804.9,699.77,48.26,930,34.57,48.95
11/2/23 22:00,11/2/23 22:15,565.37,805.76,700.13,48.26,930,34.57,48.95
11/2/23 22:15,11/2/23 22:30,563.98,805.25,700.26,48.29,930,34.57,48.96
11/2/23 22:30,11/2/23 22:45,562.87,805.26,699.98,48.27,930,34.57,48.97
11/2/23 22:45,11/2/23 23:00,561.65,806.44,700.23,48.26,930,34.56,48.97
11/2/23 23:00,11/2/23 23:15,561.42,805.83,699.84,48.27,930,34.56,48.96
11/2/23 23:15,11/2/23 23:30,562.05,803.63,699.86,48.29,930,34.57,48.97
11/2/23 23:30,11/2/23 23:45,561.95,804.37,700.13,48.29,930,34.56,48.99
11/2/23 23:45,11/3/23 0:00,562.75,801.71,700.15,48.32,930,34.56,48.97
11/3/23 0:00,11/3/23 0:15,559.53,810.33,699.86,48.26,930,34.58,48.99
11/3/23 0:15,11/3/23 0:30,558.95,806.87,699.76,48.29,930,34.57,48.98
11/3/23 0:30,11/3/23 0:45,562.01,798.81,700,48.33,930,34.56,48.97
11/3/23 0:45,11/3/23 1:00,559.29,805.88,699.98,48.3,930,34.58,49
11/3/23 1:00,11/3/23 1:15,558.79,803.72,699.8,48.31,930,34.57,48.99
11/3/23 1:15,11/3/23 1:30,559.08,802.8,699.62,48.34,930,34.56,48.98
11/3/23 1:30,11/3/23 1:45,558.4,804.03,700.09,48.34,930,34.57,48.99
11/3/23 1:45,11/3/23 2:00,557.62,804.18,700.12,48.34,930,34.57,49
11/3/23 2:00,11/3/23 2:15,554.32,802.32,699.84,48.36,930,34.57,49.01
11/3/23 2:15,11/3/23 2:30,553.89,800.75,700.08,48.4,930,34.56,49.01
11/3/23 2:30,11/3/23 2:45,554.33,799.94,699.88,48.41,930,34.57,49
11/3/23 2:45,11/3/23 3:00,554.97,794.25,699.98,48.47,930,34.57,49.02
11/3/23 3:00,11/3/23 3:15,555,792.41,699.8,48.5,930,34.57,49.02
11/3/23 3:15,11/3/23 3:30,555.84,792.08,700.02,48.5,930,34.56,49.01
11/3/23 3:30,11/3/23 3:45,557.8,787.56,699.8,48.55,0,34.55,48.98
11/3/23 3:45,11/3/23 4:00,557.55,786.2,700.12,48.57,0,34.56,48.99
11/3/23 4:00,11/3/23 4:15,557.62,786.06,699.81,48.56,0,34.57,49
11/3/23 4:15,11/3/23 4:30,557.75,785.72,699.77,48.62,0,34.55,48.99
11/3/23 4:30,11/3/23 4:45,557.14,783.69,699.79,48.59,0,34.55,48.99
11/3/23 4:45,11/3/23 5:00,557.66,782.07,699.82,48.62,0,34.56,48.99
11/3/23 5:00,11/3/23 5:15,558.07,782.44,699.88,48.6,0,34.55,48.96
11/3/23 5:15,11/3/23 5:30,557.79,785.02,699.79,48.6,0,34.55,48.98
11/3/23 5:30,11/3/23 5:45,559.05,782.72,700.25,48.62,0,34.55,48.99
11/3/23 5:45,11/3/23 6:00,559.29,782.32,700.22,48.61,0,34.55,48.98
11/3/23 6:00,11/3/23 6:15,560.57,781.49,699.9,48.62,0,34.56,48.97
11/3/23 6:15,11/3/23 6:30,561.44,777.44,699.96,48.66,0,34.56,48.99
11/3/23 6:30,11/3/23 6:45,560.31,780.44,700.21,48.61,0,34.55,48.98
11/3/23 6:45,11/3/23 7:00,560.2,779.08,700.17,48.63,0,34.55,48.98
11/3/23 7:00,11/3/23 7:15,558.97,779.64,699.83,48.65,0,34.55,48.99
11/3/23 7:15,11/3/23 7:30,556.96,776.09,699.92,48.69,0,34.55,49
11/3/23 7:30,11/3/23 7:45,557.77,774.61,700.11,48.72,0,34.55,49
11/3/23 7:45,11/3/23 8:00,554.74,776.29,699.59,48.81,0,34.57,49.03
11/3/23 8:00,11/3/23 8:15,554.94,774.46,699.8,48.83,0,34.55,49.04
11/3/23 8:15,11/3/23 8:30,557.46,773.35,700.53,48.8,0,34.56,49.01
11/3/23 8:30,11/3/23 8:45,557.87,773.75,699.84,48.72,0,34.55,48.98
11/3/23 8:45,11/3/23 9:00,559.72,772.16,699.86,48.75,0,34.55,48.97
11/3/23 9:00,11/3/23 9:15,560.04,772.58,699.98,48.75,0,34.55,48.96
11/3/23 9:15,11/3/23 9:30,559.75,770.61,699.77,48.77,0,34.55,48.97
11/3/23 9:30,11/3/23 9:45,559.26,770.04,700.14,48.77,0,34.55,48.96
11/3/23 9:45,11/3/23 10:00,558.84,766.4,699.85,48.77,0,34.53,48.92
11/3/23 10:00,11/3/23 10:15,343.87,828.7,177.08,11.26,930,34.18,45.06
11/3/23 10:15,11/3/23 10:30,0,17.31,0.33,0,0,0.59,0.84
11/3/23 10:30,11/3/23 10:45,0,0.44,0.34,0,0,0,0.07
11/3/23 10:45,11/3/23 11:00,0,0.46,0.3,0,0,0,0.07
11/3/23 11:00,11/3/23 11:15,0,88.47,0.33,0,0,0,0.07
11/3/23 11:15,11/3/23 11:30,0,29.32,0.31,0,0,0,0.06
11/3/23 11:30,11/3/23 11:45,0,652.24,0.35,0,930,13.59,16.28
11/3/23 11:45,11/3/23 12:00,66.09,798.55,126,13.51,930,33.96,43.57
11/3/23 12:00,11/3/23 12:15,591.58,807.6,699.67,47.95,930,34.44,48.68
11/3/23 12:15,11/3/23 12:30,584.1,805.06,699.78,47.99,930,34.44,48.69
11/3/23 12:30,11/3/23 12:45,578.94,804.96,699.56,48.02,930,34.46,48.72
11/3/23 12:45,11/3/23 13:00,575.41,806.26,699.7,48.03,930,34.49,48.79
11/3/23 13:00,11/3/23 13:15,574.93,800.86,699.91,48.07,930,34.5,48.79
11/3/23 13:15,11/3/23 13:30,572.04,806.55,700.41,48.05,930,34.53,48.84
11/3/23 13:30,11/3/23 13:45,569.96,805.3,699.7,48.05,930,34.53,48.85
11/3/23 13:45,11/3/23 14:00,569.3,804.41,700.05,48.09,930,34.55,48.88
11/3/23 14:00,11/3/23 14:15,566.22,810.14,700.15,48.01,930,34.54,48.89
11/3/23 14:15,11/3/23 14:30,570.89,802.44,699.82,48.09,930,34.54,48.86
11/3/23 14:30,11/3/23 14:45,568.27,806.54,700.34,48.06,930,34.54,48.87
11/3/23 14:45,11/3/23 15:00,567.12,807.57,699.99,48.04,930,34.55,48.9
11/3/23 15:00,11/3/23 15:15,566.01,805.54,699.86,48.05,930,34.56,48.92
11/3/23 15:15,11/3/23 15:30,566.26,806.81,699.94,48.06,930,34.56,48.9
11/3/23 15:30,11/3/23 15:45,565.92,807.12,699.95,48.06,930,34.56,48.93
11/3/23 15:45,11/3/23 16:00,566.99,802.67,700.08,48.09,930,34.56,48.9
11/3/23 16:00,11/3/23 16:15,565.6,805.3,700.14,48.08,930,34.55,48.93
11/3/23 16:15,11/3/23 16:30,566.43,802.11,700.11,48.1,930,34.57,48.89
11/3/23 16:30,11/3/23 16:45,563.09,811.15,700.18,48.05,930,34.57,48.93
11/3/23 16:45,11/3/23 17:00,562.34,807.56,699.72,48.02,930,34.55,48.93
11/3/23 17:00,11/3/23 17:15,566.5,802.41,700.27,48.13,930,34.55,48.9
11/3/23 17:15,11/3/23 17:30,561.54,806.24,699.76,48.06,930,34.55,48.92
11/3/23 17:30,11/3/23 17:45,560.64,807.65,699.94,48.07,930,34.56,48.9
11/3/23 17:45,11/3/23 18:00,561.56,803.71,699.96,48.11,930,34.55,48.9
11/3/23 18:00,11/3/23 18:15,561.2,801.91,699.91,48.09,930,34.55,48.91
11/3/23 18:15,11/3/23 18:30,560.94,804.73,700.13,48.13,930,34.56,48.93
11/3/23 18:30,11/3/23 18:45,560.3,803.53,699.69,48.1,930,34.56,48.92
11/3/23 18:45,11/3/23 19:00,559.94,804.95,699.92,48.11,930,34.56,48.93
11/3/23 19:00,11/3/23 19:15,553.66,789.24,534.51,36.33,930,34.45,47.78
11/3/23 19:15,11/3/23 19:30,91.14,361.95,0.33,0,0,17.89,22.67
11/3/23 19:30,11/3/23 19:45,0,733.05,0.31,0,930,20.29,24.41
11/3/23 19:45,11/3/23 20:00,182.94,794.07,259.62,22.91,930,34.14,44.97
11/3/23 20:00,11/3/23 20:15,586.4,807.73,699.85,48.03,930,34.49,48.75
11/3/23 20:15,11/3/23 20:30,577.79,809.63,700.18,48.02,930,34.52,48.8
11/3/23 20:30,11/3/23 20:45,576.68,805.81,699.61,48.06,930,34.51,48.8
11/3/23 20:45,11/3/23 21:00,574.76,805.72,700.3,48.07,930,34.5,48.8
11/3/23 21:00,11/3/23 21:15,571.73,804.91,700.18,48.08,930,34.52,48.84
11/3/23 21:15,11/3/23 21:30,569.96,805.68,699.93,48.07,930,34.52,48.85
11/3/23 21:30,11/3/23 21:45,568.53,804.61,699.95,48.1,930,34.52,48.84
11/3/23 21:45,11/3/23 22:00,567.32,806.01,699.79,48.09,930,34.52,48.86
11/3/23 22:00,11/3/23 22:15,567.87,801.94,699.75,48.12,930,34.52,48.85
11/3/23 22:15,11/3/23 22:30,566.8,803.91,700.05,48.13,930,34.54,48.89
11/3/23 22:30,11/3/23 22:45,565.21,803.32,699.9,48.1,930,34.53,48.87
11/3/23 22:45,11/3/23 23:00,564.49,805.67,700.14,48.1,930,34.53,48.9
11/3/23 23:00,11/3/23 23:15,564.43,805.1,700.06,48.09,930,34.53,48.87
11/3/23 23:15,11/3/23 23:30,563.65,805.32,700.26,48.09,930,34.53,48.88
11/3/23 23:30,11/3/23 23:45,563.67,804.81,699.96,48.1,930,34.53,48.9
11/3/23 23:45,11/4/23 0:00,562.6,806.35,700.14,48.1,930,34.54,48.9
11/4/23 0:00,11/4/23 0:15,561.81,804.19,699.67,48.1,930,34.54,48.9
11/4/23 0:15,11/4/23 0:30,562.1,803.43,700.33,48.13,930,34.54,48.89
11/4/23 0:30,11/4/23 0:45,561.3,804.36,699.71,48.11,930,34.54,48.9
11/4/23 0:45,11/4/23 1:00,560.68,804.32,699.88,48.12,930,34.53,48.9
11/4/23 1:00,11/4/23 1:15,560.18,806.03,700.09,48.1,930,34.54,48.93
11/4/23 1:15,11/4/23 1:30,560.84,804.8,699.81,48.11,930,34.54,48.91
11/4/23 1:30,11/4/23 1:45,561.38,805.88,700.05,48.11,930,34.55,48.92
11/4/23 1:45,11/4/23 2:00,561.6,805.91,700.16,48.1,930,34.55,48.94
11/4/23 2:00,11/4/23 2:15,561.25,804.83,700.01,48.11,930,34.55,48.93
11/4/23 2:15,11/4/23 2:30,560.27,805.11,700.08,48.11,930,34.55,48.95
11/4/23 2:30,11/4/23 2:45,561.39,804.68,699.8,48.1,930,34.55,48.95
11/4/23 2:45,11/4/23 3:00,559.77,804.93,699.85,48.12,930,34.55,48.95
11/4/23 3:00,11/4/23 3:15,558.8,804.51,700,48.13,930,34.56,48.94
