From date,To date,AIT_400_001A_P.PV,FIT_400_001A_P.PV,FIT_400_002A_P.PV,P_400_002A_P.RPM_MV,PIT_400_003A_P.PV,P_400_001A_P.RPM_MV,PDIT_400_002A_P.PV
12/8/23 7:45,12/8/23 8:00,488.7,804.87,700.17,48.6,930,34.84,50.82
12/8/23 8:00,12/8/23 8:15,488.16,808.75,700,48.59,930,34.84,50.8
12/8/23 8:15,12/8/23 8:30,488.22,807.69,700.19,48.57,930,34.84,50.79
12/8/23 8:30,12/8/23 8:45,488.29,804.59,699.99,48.57,930,34.82,50.77
12/8/23 8:45,12/8/23 9:00,489.2,806.02,700.12,48.59,930,34.83,50.77
12/8/23 9:00,12/8/23 9:15,490.07,804.21,699.96,48.6,930,34.83,50.76
12/8/23 9:15,12/8/23 9:30,490.38,805.97,700.12,48.59,930,34.84,50.77
12/8/23 9:30,12/8/23 9:45,490.61,803.39,699.93,48.61,930,34.85,50.8
12/8/23 9:45,12/8/23 10:00,490.85,803.56,700.09,48.58,930,34.84,50.79
12/8/23 10:00,12/8/23 10:15,491.12,804.47,700.2,48.59,930,34.84,50.79
12/8/23 10:15,12/8/23 10:30,491.3,804.18,699.87,48.59,930,34.84,50.79
12/8/23 10:30,12/8/23 10:45,491.85,804.51,699.72,48.6,930,34.85,50.79
12/8/23 10:45,12/8/23 11:00,491.25,806.61,700.5,48.59,930,34.84,50.8
12/8/23 11:00,12/8/23 11:15,489.96,809.59,699.93,48.55,930,34.84,50.81
12/8/23 11:15,12/8/23 11:30,492.17,803.16,700.12,48.58,930,34.85,50.79
12/8/23 11:30,12/8/23 11:45,493.35,801.42,699.8,48.6,930,34.84,50.78
12/8/23 11:45,12/8/23 12:00,493.2,803.56,700.13,48.6,930,34.83,50.77
12/8/23 12:00,12/8/23 12:15,492.47,804.91,700.13,48.58,930,34.84,50.76
12/8/23 12:15,12/8/23 12:30,490.7,811.16,699.82,48.53,930,34.85,50.78
12/8/23 12:30,12/8/23 12:45,491.99,806.26,700.14,48.55,930,34.84,50.78
12/8/23 12:45,12/8/23 13:00,493.03,804.4,700,48.58,930,34.83,50.76
12/8/23 13:00,12/8/23 13:15,493.07,803.74,699.85,48.6,930,34.83,50.77
12/8/23 13:15,12/8/23 13:30,493.29,804.08,700.06,48.61,930,34.83,50.76
12/8/23 13:30,12/8/23 13:45,494.11,802.02,700.26,48.62,930,34.83,50.75
12/8/23 13:45,12/8/23 14:00,489.92,812.04,699.81,48.52,930,34.83,50.79
12/8/23 14:00,12/8/23 14:15,491.92,806.49,699.51,48.57,930,34.84,50.78
12/8/23 14:15,12/8/23 14:30,492.73,804.58,700.01,48.59,930,34.85,50.77
12/8/23 14:30,12/8/23 14:45,493.03,804.85,699.97,48.6,930,34.84,50.77
12/8/23 14:45,12/8/23 15:00,492.9,803.46,700,48.6,930,34.84,50.77
12/8/23 15:00,12/8/23 15:15,493.17,804.49,700.03,48.61,930,34.83,50.77
12/8/23 15:15,12/8/23 15:30,491.82,805.28,699.92,48.59,930,34.84,50.78
12/8/23 15:30,12/8/23 15:45,490.71,806.53,700.13,48.57,930,34.84,50.79
12/8/23 15:45,12/8/23 16:00,491.1,805.98,699.86,48.58,930,34.84,50.79
12/8/23 16:00,12/8/23 16:15,492.68,802.68,700.07,48.65,930,34.84,50.78
12/8/23 16:15,12/8/23 16:30,491.02,806.71,700.36,48.6,930,34.83,50.79
12/8/23 16:30,12/8/23 16:45,489.22,807.93,700.07,48.56,930,34.84,50.79
12/8/23 16:45,12/8/23 17:00,491.01,805.36,699.75,48.59,930,34.83,50.8
12/8/23 17:00,12/8/23 17:15,491.47,804.49,699.78,48.62,930,34.85,50.82
12/8/23 17:15,12/8/23 17:30,491.44,804.06,699.78,48.64,930,34.84,50.8
12/8/23 17:30,12/8/23 17:45,491.92,802.82,700.25,48.61,930,34.84,50.81
12/8/23 17:45,12/8/23 18:00,490.24,804.65,699.97,48.6,930,34.85,50.82
12/8/23 18:00,12/8/23 18:15,489.72,807.61,700,48.59,930,34.87,50.83
12/8/23 18:15,12/8/23 18:30,489.9,805.05,700.13,48.6,930,34.86,50.84
12/8/23 18:30,12/8/23 18:45,489.86,806.82,699.93,48.6,930,34.85,50.83
12/8/23 18:45,12/8/23 19:00,490.12,802.81,699.76,48.6,930,34.83,50.81
12/8/23 19:00,12/8/23 19:15,489.98,806.34,700.04,48.61,930,34.85,50.82
12/8/23 19:15,12/8/23 19:30,489.71,806.75,699.71,48.6,930,34.83,50.82
12/8/23 19:30,12/8/23 19:45,490.28,801.33,699.87,48.62,930,34.85,50.81
12/8/23 19:45,12/8/23 20:00,490.77,800.91,700.06,48.66,930,34.84,50.81
12/8/23 20:00,12/8/23 20:15,490.5,799.22,699.95,48.68,930,34.84,50.84
12/8/23 20:15,12/8/23 20:30,485.78,811.66,699.89,48.6,930,34.86,50.88
12/8/23 20:30,12/8/23 20:45,486.26,808.33,700.34,48.62,930,34.87,50.87
12/8/23 20:45,12/8/23 21:00,487.75,804.75,699.77,48.62,930,34.85,50.88
12/8/23 21:00,12/8/23 21:15,488.72,802.31,699.78,48.65,930,34.85,50.87
12/8/23 21:15,12/8/23 21:30,488.97,804.19,700.16,48.66,930,34.86,50.87
12/8/23 21:30,12/8/23 21:45,487.21,809.29,700.39,48.59,930,34.86,50.88
12/8/23 21:45,12/8/23 22:00,486.94,809.88,699.99,48.58,930,34.87,50.87
12/8/23 22:00,12/8/23 22:15,486.78,807.36,699.79,48.6,930,34.84,50.86
12/8/23 22:15,12/8/23 22:30,486.65,804.64,699.83,48.61,930,34.85,50.85
12/8/23 22:30,12/8/23 22:45,487.46,803.36,700.14,48.64,930,34.85,50.84
12/8/23 22:45,12/8/23 23:00,486.95,805.78,700.02,48.63,930,34.83,50.84
12/8/23 23:00,12/8/23 23:15,487.46,806.01,700.15,48.62,930,34.84,50.85
12/8/23 23:15,12/8/23 23:30,488.06,801.65,699.56,48.63,930,34.85,50.85
12/8/23 23:30,12/8/23 23:45,487.86,804.39,700.36,48.65,930,34.84,50.84
12/8/23 23:45,12/9/23 0:00,484.5,807.85,700.11,48.59,930,34.86,50.87
12/9/23 0:00,12/9/23 0:15,485.46,807.55,699.52,48.59,930,34.85,50.85
12/9/23 0:15,12/9/23 0:30,486.37,805.39,699.97,48.62,930,34.85,50.85
12/9/23 0:30,12/9/23 0:45,485.82,805.16,700.21,48.62,930,34.84,50.86
12/9/23 0:45,12/9/23 1:00,486.01,805.12,700.04,48.61,930,34.84,50.85
12/9/23 1:00,12/9/23 1:15,486.05,805.39,700.14,48.61,930,34.85,50.86
12/9/23 1:15,12/9/23 1:30,486.56,804.88,699.96,48.63,930,34.84,50.86
12/9/23 1:30,12/9/23 1:45,487.95,799.37,700.13,48.68,930,34.83,50.87
12/9/23 1:45,12/9/23 2:00,485.05,811.64,700.47,48.6,930,34.86,50.89
12/9/23 2:00,12/9/23 2:15,484.56,810.4,699.89,48.58,930,34.85,50.89
12/9/23 2:15,12/9/23 2:30,486.33,805.33,699.84,48.61,930,34.83,50.88
12/9/23 2:30,12/9/23 2:45,486.79,805.74,700.14,48.62,930,34.85,50.88
12/9/23 2:45,12/9/23 3:00,486.44,805.23,700.07,48.63,930,34.84,50.89
12/9/23 3:00,12/9/23 3:15,485.95,805.72,699.96,48.61,930,34.86,50.89
12/9/23 3:15,12/9/23 3:30,484.78,802.85,699.68,48.64,930,34.85,50.88
12/9/23 3:30,12/9/23 3:45,485.17,802,700.1,48.69,930,34.83,50.87
12/9/23 3:45,12/9/23 4:00,481.76,809.93,700.38,48.62,930,34.86,50.92
12/9/23 4:00,12/9/23 4:15,482.41,807.56,699.7,48.63,930,34.86,50.91
12/9/23 4:15,12/9/23 4:30,484.59,804.44,700.06,48.67,930,34.85,50.89
12/9/23 4:30,12/9/23 4:45,484.17,805.08,700.05,48.66,930,34.85,50.88
12/9/23 4:45,12/9/23 5:00,484.28,801.41,699.71,48.66,930,34.85,50.89
12/9/23 5:00,12/9/23 5:15,482.67,805.6,700.1,48.64,930,34.85,50.91
12/9/23 5:15,12/9/23 5:30,482.63,805.33,699.65,48.63,930,34.84,50.92
12/9/23 5:30,12/9/23 5:45,482.86,806.87,700.49,48.64,930,34.85,50.92
12/9/23 5:45,12/9/23 6:00,483.33,806.55,700.09,48.63,930,34.86,50.93
12/9/23 6:00,12/9/23 6:15,483.49,804.19,699.67,48.64,930,34.86,50.91
12/9/23 6:15,12/9/23 6:30,483.56,803.84,700.11,48.66,930,34.86,50.92
12/9/23 6:30,12/9/23 6:45,483.37,803.28,699.81,48.66,930,34.86,50.91
12/9/23 6:45,12/9/23 7:00,483.05,805.72,700.2,48.67,930,34.86,50.91
12/9/23 7:00,12/9/23 7:15,482.88,803.65,700.17,48.67,930,34.85,50.92
12/9/23 7:15,12/9/23 7:30,482.15,804.62,700.15,48.66,930,34.85,50.93
12/9/23 7:30,12/9/23 7:45,480.95,803.62,700.14,48.69,930,34.87,50.94
12/9/23 7:45,12/9/23 8:00,480.05,804.8,699.88,48.67,930,34.86,50.93
12/9/23 8:00,12/9/23 8:15,480.07,805.3,699.76,48.67,930,34.85,50.91
12/9/23 8:15,12/9/23 8:30,480.28,804.98,700.2,48.67,930,34.85,50.92
12/9/23 8:30,12/9/23 8:45,478.75,811.13,700.21,48.63,930,34.86,50.92
12/9/23 8:45,12/9/23 9:00,479.65,806.62,699.62,48.64,930,34.84,50.89
12/9/23 9:00,12/9/23 9:15,481.27,806.16,700.27,48.65,930,34.84,50.86
12/9/23 9:15,12/9/23 9:30,482.49,803.36,699.7,48.65,930,34.83,50.86
12/9/23 9:30,12/9/23 9:45,482.89,802.88,700.15,48.67,930,34.83,50.84
12/9/23 9:45,12/9/23 10:00,483.05,802.14,700.25,48.66,930,34.83,50.84
12/9/23 10:00,12/9/23 10:15,482.63,803.75,700.11,48.65,930,34.84,50.85
12/9/23 10:15,12/9/23 10:30,482.88,804.06,699.88,48.65,930,34.84,50.85
12/9/23 10:30,12/9/23 10:45,482.41,806.37,700.06,48.63,930,34.84,50.86
12/9/23 10:45,12/9/23 11:00,480.13,813.12,700.15,48.59,930,34.86,50.86
12/9/23 11:00,12/9/23 11:15,482.75,805.01,699.76,48.63,930,34.85,50.85
12/9/23 11:15,12/9/23 11:30,484.01,803.9,700.06,48.66,930,34.84,50.84
12/9/23 11:30,12/9/23 11:45,484.55,801.96,699.77,48.65,930,34.84,50.83
12/9/23 11:45,12/9/23 12:00,485,805.77,700.09,48.64,930,34.83,50.81
12/9/23 12:00,12/9/23 12:15,485.26,803.66,699.92,48.65,930,34.83,50.81
12/9/23 12:15,12/9/23 12:30,484.35,805.8,700.13,48.63,930,34.84,50.83
12/9/23 12:30,12/9/23 12:45,483.85,807.95,699.73,48.61,930,34.84,50.85
12/9/23 12:45,12/9/23 13:00,483.71,805.98,699.89,48.62,930,34.84,50.84
12/9/23 13:00,12/9/23 13:15,483.98,807.36,700.19,48.62,930,34.84,50.82
12/9/23 13:15,12/9/23 13:30,485.17,801.62,699.93,48.67,930,34.83,50.81
12/9/23 13:30,12/9/23 13:45,485.62,803.74,700.1,48.7,930,34.83,50.84
12/9/23 13:45,12/9/23 14:00,482.52,809.97,700.38,48.64,930,34.85,50.87
12/9/23 14:00,12/9/23 14:15,481.94,809.87,700.04,48.59,930,34.85,50.86
12/9/23 14:15,12/9/23 14:30,484.29,805.33,700.06,48.63,930,34.84,50.83
12/9/23 14:30,12/9/23 14:45,484.06,805.45,699.72,48.64,930,34.83,50.82
12/9/23 14:45,12/9/23 15:00,484.33,806.43,700.34,48.62,930,34.84,50.83
12/9/23 15:00,12/9/23 15:15,484.7,805.19,699.78,48.61,930,34.85,50.82
12/9/23 15:15,12/9/23 15:30,484.82,806.86,699.89,48.62,930,34.85,50.83
12/9/23 15:30,12/9/23 15:45,485.55,801.88,699.78,48.62,930,34.85,50.81
12/9/23 15:45,12/9/23 16:00,485.99,803.85,700.08,48.66,930,34.84,50.83
12/9/23 16:00,12/9/23 16:15,487.33,799.88,700.1,48.69,930,34.84,50.82
12/9/23 16:15,12/9/23 16:30,484.85,808.22,700.14,48.63,930,34.87,50.88
12/9/23 16:30,12/9/23 16:45,483.39,808.4,700.1,48.59,930,34.85,50.88
12/9/23 16:45,12/9/23 17:00,484.86,805.22,699.86,48.62,930,34.86,50.86
12/9/23 17:00,12/9/23 17:15,486.81,799.78,699.86,48.68,930,34.85,50.86
12/9/23 17:15,12/9/23 17:30,484.79,805.93,700.25,48.65,930,34.87,50.9
12/9/23 17:30,12/9/23 17:45,484.39,807.85,699.96,48.61,930,34.88,50.91
12/9/23 17:45,12/9/23 18:00,484.68,803.67,699.92,48.63,930,34.86,50.88
12/9/23 18:00,12/9/23 18:15,484.14,804.75,699.79,48.63,930,34.87,50.91
12/9/23 18:15,12/9/23 18:30,484.12,807.2,700.41,48.66,930,34.86,50.91
12/9/23 18:30,12/9/23 18:45,484.31,806.62,699.75,48.65,930,34.87,50.92
12/9/23 18:45,12/9/23 19:00,484.24,805.62,700.2,48.66,930,34.87,50.93
12/9/23 19:00,12/9/23 19:15,484.24,804.35,699.87,48.65,930,34.88,50.95
12/9/23 19:15,12/9/23 19:30,484.26,803.33,700.2,48.65,930,34.87,50.93
12/9/23 19:30,12/9/23 19:45,484.08,806.95,699.98,48.65,930,34.88,50.94
12/9/23 19:45,12/9/23 20:00,482.06,813.79,700.51,48.61,930,34.88,50.95
12/9/23 20:00,12/9/23 20:15,483.4,805.56,699.69,48.63,930,34.88,50.95
12/9/23 20:15,12/9/23 20:30,483.94,806.28,700.15,48.65,930,34.88,50.95
12/9/23 20:30,12/9/23 20:45,483.96,802.26,700.12,48.64,930,34.85,50.92
12/9/23 20:45,12/9/23 21:00,484.25,805.39,699.94,48.64,930,34.86,50.92
12/9/23 21:00,12/9/23 21:15,484.23,804.68,699.85,48.64,930,34.87,50.93
12/9/23 21:15,12/9/23 21:30,484.99,801.2,700.36,48.68,930,34.87,50.92
12/9/23 21:30,12/9/23 21:45,484.4,801.93,699.92,48.7,930,34.87,50.93
12/9/23 21:45,12/9/23 22:00,485.96,798.94,699.9,48.7,930,34.85,50.91
12/9/23 22:00,12/9/23 22:15,483.7,808.58,700.02,48.64,930,34.87,50.92
12/9/23 22:15,12/9/23 22:30,482.06,812.58,700.2,48.6,930,34.87,50.93
12/9/23 22:30,12/9/23 22:45,483.19,806.47,699.79,48.6,930,34.84,50.91
12/9/23 22:45,12/9/23 23:00,485,804.72,700.01,48.64,930,34.85,50.92
12/9/23 23:00,12/9/23 23:15,484.34,802.77,700.04,48.65,930,34.86,50.91
12/9/23 23:15,12/9/23 23:30,484.3,802.71,700.1,48.66,930,34.86,50.91
12/9/23 23:30,12/9/23 23:45,484.47,804.25,699.85,48.66,930,34.85,50.91
12/9/23 23:45,12/10/23 0:00,484.54,805.42,700.12,48.65,930,34.86,50.92
12/10/23 0:00,12/10/23 0:15,483.24,808.16,699.91,48.62,930,34.86,50.93
12/10/23 0:15,12/10/23 0:30,483.78,804.27,699.67,48.63,930,34.85,50.92
12/10/23 0:30,12/10/23 0:45,485.7,800.57,699.73,48.7,930,34.84,50.93
12/10/23 0:45,12/10/23 1:00,483.45,808.74,700.42,48.64,930,34.86,50.95
12/10/23 1:00,12/10/23 1:15,482.58,810.63,699.87,48.61,930,34.86,50.93
12/10/23 1:15,12/10/23 1:30,483.67,808.89,699.85,48.61,930,34.87,50.93
12/10/23 1:30,12/10/23 1:45,484.33,803.68,700.06,48.64,930,34.85,50.93
12/10/23 1:45,12/10/23 2:00,484.13,804.55,699.81,48.64,930,34.86,50.94
12/10/23 2:00,12/10/23 2:15,484.12,805.8,700.23,48.64,930,34.88,50.97
12/10/23 2:15,12/10/23 2:30,484.21,805.07,700.02,48.64,930,34.86,50.95
12/10/23 2:30,12/10/23 2:45,484.47,803.3,699.98,48.65,930,34.86,50.95
12/10/23 2:45,12/10/23 3:00,484.73,803.46,699.81,48.66,930,34.85,50.93
12/10/23 3:00,12/10/23 3:15,485.05,803.23,700.05,48.67,930,34.85,50.93
12/10/23 3:15,12/10/23 3:30,484.53,804.12,699.86,48.66,930,34.86,50.94
12/10/23 3:30,12/10/23 3:45,483.89,805.72,700.26,48.66,930,34.86,50.94
12/10/23 3:45,12/10/23 4:00,481.64,809.27,699.78,48.61,930,34.87,50.96
12/10/23 4:00,12/10/23 4:15,484.6,801.91,699.76,48.7,930,34.85,50.93
12/10/23 4:15,12/10/23 4:30,484.82,803.05,700.32,48.67,930,34.85,50.92
12/10/23 4:30,12/10/23 4:45,482.98,807.31,699.98,48.64,930,34.85,50.95
12/10/23 4:45,12/10/23 5:00,482.61,808.84,700.14,48.64,930,34.87,50.96
12/10/23 5:00,12/10/23 5:15,482.73,806.55,699.75,48.63,930,34.85,50.94
12/10/23 5:15,12/10/23 5:30,482.97,807.57,699.95,48.66,930,34.86,50.95
12/10/23 5:30,12/10/23 5:45,483.36,805.24,699.91,48.65,930,34.87,50.96
12/10/23 5:45,12/10/23 6:00,483.54,804.52,700.52,48.66,930,34.86,50.95
12/10/23 6:00,12/10/23 6:15,483.85,802.74,699.78,48.66,930,34.85,50.95
12/10/23 6:15,12/10/23 6:30,484.03,803.57,700.01,48.66,930,34.86,50.95
12/10/23 6:30,12/10/23 6:45,484.47,801.6,700.17,48.67,930,34.85,50.94
12/10/23 6:45,12/10/23 7:00,483.4,806.33,699.85,48.65,930,34.86,50.96
12/10/23 7:00,12/10/23 7:15,482.96,806.19,699.9,48.69,930,34.86,50.99
12/10/23 7:15,12/10/23 7:30,481.66,810.89,700.16,48.61,930,34.87,50.99
12/10/23 7:30,12/10/23 7:45,482.84,805.47,699.61,48.64,930,34.85,50.95
12/10/23 7:45,12/10/23 8:00,483.32,801.57,700.01,48.66,930,34.86,50.94
12/10/23 8:00,12/10/23 8:15,483.66,803.03,699.82,48.66,930,34.86,50.94
12/10/23 8:15,12/10/23 8:30,485.06,800.26,700.01,48.7,930,34.84,50.92
12/10/23 8:30,12/10/23 8:45,482.63,807.01,700.46,48.65,930,34.84,50.92
12/10/23 8:45,12/10/23 9:00,482.47,809.82,700.29,48.61,930,34.83,50.9
12/10/23 9:00,12/10/23 9:15,482.71,806.14,699.81,48.62,930,34.84,50.9
12/10/23 9:15,12/10/23 9:30,483.48,806.34,700.1,48.66,930,34.85,50.89
12/10/23 9:30,12/10/23 9:45,483.27,805.99,699.93,48.65,930,34.85,50.9
12/10/23 9:45,12/10/23 10:00,484.16,803.35,699.75,48.66,930,34.84,50.87
12/10/23 10:00,12/10/23 10:15,484.76,802.62,700.02,48.66,930,34.84,50.88
12/10/23 10:15,12/10/23 10:30,486.57,799.3,700.18,48.71,930,34.84,50.87
12/10/23 10:30,12/10/23 10:45,483.33,808.74,700.19,48.63,930,34.85,50.89
12/10/23 10:45,12/10/23 11:00,483.02,810.14,699.95,48.58,930,34.85,50.91
12/10/23 11:00,12/10/23 11:15,485.21,805.95,700.24,48.63,930,34.83,50.89
12/10/23 11:15,12/10/23 11:30,486.47,805.76,699.92,48.62,930,34.86,50.89
12/10/23 11:30,12/10/23 11:45,488.66,799.69,699.78,48.67,930,34.83,50.86
12/10/23 11:45,12/10/23 12:00,484.07,811,700.43,48.58,930,34.85,50.91
12/10/23 12:00,12/10/23 12:15,484.85,806.17,699.77,48.6,930,34.86,50.9
12/10/23 12:15,12/10/23 12:30,486.29,805.01,700.07,48.62,930,34.86,50.87
12/10/23 12:30,12/10/23 12:45,486.96,802.73,699.84,48.64,930,34.85,50.89
12/10/23 12:45,12/10/23 13:00,487.05,802.89,699.85,48.64,930,34.87,50.9
12/10/23 13:00,12/10/23 13:15,486.94,802.83,700.05,48.65,930,34.85,50.91
12/10/23 13:15,12/10/23 13:30,487.03,801.59,699.9,48.68,930,34.85,50.89
12/10/23 13:30,12/10/23 13:45,486.81,804.08,699.86,48.67,930,34.86,50.89
12/10/23 13:45,12/10/23 14:00,483.74,812.34,700.26,48.62,930,34.86,50.92
12/10/23 14:00,12/10/23 14:15,483.86,809.86,699.99,48.61,930,34.87,50.92
12/10/23 14:15,12/10/23 14:30,485.15,806.4,699.91,48.63,930,34.87,50.91
12/10/23 14:30,12/10/23 14:45,486.89,801.02,699.94,48.68,930,34.86,50.92
12/10/23 14:45,12/10/23 15:00,486.79,801.54,700.08,48.67,930,34.86,50.9
12/10/23 15:00,12/10/23 15:15,485.5,805.52,700.31,48.66,930,34.86,50.93
12/10/23 15:15,12/10/23 15:30,484.31,808.55,700.19,48.62,930,34.87,50.93
12/10/23 15:30,12/10/23 15:45,484.33,808.72,700.12,48.6,930,34.86,50.94
12/10/23 15:45,12/10/23 16:00,484.82,803.14,699.69,48.64,930,34.87,50.93
12/10/23 16:00,12/10/23 16:15,485.74,803.84,700.22,48.64,930,34.86,50.94
12/10/23 16:15,12/10/23 16:30,486.06,803.08,699.86,48.65,930,34.87,50.95
12/10/23 16:30,12/10/23 16:45,486.33,803.93,700.02,48.65,930,34.87,50.94
12/10/23 16:45,12/10/23 17:00,486.54,804,700.11,48.66,930,34.87,50.95
12/10/23 17:00,12/10/23 17:15,485.52,804.37,699.97,48.65,930,34.87,50.95
12/10/23 17:15,12/10/23 17:30,485.56,802.71,699.92,48.66,930,34.88,50.97
12/10/23 17:30,12/10/23 17:45,484.89,806.85,700.16,48.64,930,34.89,50.98
12/10/23 17:45,12/10/23 18:00,484.36,808.15,699.98,48.63,930,34.89,51
12/10/23 18:00,12/10/23 18:15,485.04,805.78,699.96,48.64,930,34.87,50.96
12/10/23 18:15,12/10/23 18:30,485.41,805.09,699.91,48.67,930,34.87,50.97
12/10/23 18:30,12/10/23 18:45,484.19,804.4,700.23,48.67,930,34.89,51.01
12/10/23 18:45,12/10/23 19:00,485.01,804.84,700.11,48.68,930,34.88,51.01
12/10/23 19:00,12/10/23 19:15,484.93,805.64,700.36,48.68,930,34.89,51.01
12/10/23 19:15,12/10/23 19:30,484.68,802.84,700.16,48.66,930,34.88,51.02
12/10/23 19:30,12/10/23 19:45,482.85,807.83,699.91,48.63,930,34.89,51.03
12/10/23 19:45,12/10/23 20:00,484,805.41,699.64,48.65,930,34.89,51.03
12/10/23 20:00,12/10/23 20:15,485.63,803.29,700,48.68,930,34.89,51.02
12/10/23 20:15,12/10/23 20:30,485.29,805.52,700.18,48.67,930,34.89,51.02
12/10/23 20:30,12/10/23 20:45,485.63,802.29,699.85,48.66,930,34.88,51.01
12/10/23 20:45,12/10/23 21:00,485.92,805.59,699.97,48.65,930,34.88,51.01
12/10/23 21:00,12/10/23 21:15,486.03,803.89,700.06,48.66,930,34.88,51.04
12/10/23 21:15,12/10/23 21:30,487.31,800.25,699.74,48.71,930,34.88,51.02
12/10/23 21:30,12/10/23 21:45,485.67,807.66,700.44,48.66,930,34.88,51.02
12/10/23 21:45,12/10/23 22:00,484.56,808.49,700.2,48.6,930,34.87,51.03
12/10/23 22:00,12/10/23 22:15,485.91,807.22,699.77,48.63,930,34.88,51.01
12/10/23 22:15,12/10/23 22:30,487.43,803.1,699.74,48.66,930,34.87,51
12/10/23 22:30,12/10/23 22:45,487.45,803.89,700.06,48.66,930,34.87,51.01
12/10/23 22:45,12/10/23 23:00,487.73,804.15,699.8,48.67,930,34.87,51
12/10/23 23:00,12/10/23 23:15,488.14,803.36,699.87,48.65,930,34.88,50.98
12/10/23 23:15,12/10/23 23:30,488.2,805.18,700.3,48.67,930,34.86,51.02
12/10/23 23:30,12/10/23 23:45,485.42,807.5,699.85,48.59,930,34.88,51.01
12/10/23 23:45,12/11/23 0:00,486.14,809.47,700.04,48.62,930,34.88,51.01
12/11/23 0:00,12/11/23 0:15,487.39,803.68,699.85,48.63,930,34.87,51.01
12/11/23 0:15,12/11/23 0:30,487.99,803.98,699.95,48.64,930,34.87,51.02
12/11/23 0:30,12/11/23 0:45,487.35,806.9,700.05,48.64,930,34.87,51.02
12/11/23 0:45,12/11/23 1:00,487.57,805.43,699.82,48.64,930,34.88,51.03
12/11/23 1:00,12/11/23 1:15,487.44,805.12,699.87,48.65,930,34.88,51.04
12/11/23 1:15,12/11/23 1:30,487.09,806.07,699.72,48.65,930,34.87,51.02
12/11/23 1:30,12/11/23 1:45,487.21,805.35,700.08,48.64,930,34.88,51.01
12/11/23 1:45,12/11/23 2:00,486.94,805.74,699.96,48.64,930,34.88,51.04
12/11/23 2:00,12/11/23 2:15,487.19,804.74,699.96,48.64,930,34.87,51.01
12/11/23 2:15,12/11/23 2:30,487.05,806.09,699.8,48.65,930,34.87,51.02
12/11/23 2:30,12/11/23 2:45,486.85,805.65,700.01,48.65,930,34.85,51.01
12/11/23 2:45,12/11/23 3:00,486.88,804.09,700.2,48.64,930,34.87,51.02
12/11/23 3:00,12/11/23 3:15,487,806.33,699.8,48.64,930,34.87,51.01
12/11/23 3:15,12/11/23 3:30,487.03,803.43,699.88,48.66,930,34.87,51.02
12/11/23 3:30,12/11/23 3:45,487.5,803.05,699.93,48.66,930,34.87,51.01
12/11/23 3:45,12/11/23 4:00,487.61,804.51,700.27,48.69,930,34.88,51.01
12/11/23 4:00,12/11/23 4:15,484.33,811.58,700.46,48.6,930,34.87,51.03
12/11/23 4:15,12/11/23 4:30,485.94,807.82,699.69,48.63,930,34.87,51.02
12/11/23 4:30,12/11/23 4:45,486.71,805.7,699.94,48.65,930,34.86,51.01
12/11/23 4:45,12/11/23 5:00,486.41,802.04,699.42,48.67,930,34.88,51.03
12/11/23 5:00,12/11/23 5:15,486.11,805.54,700.53,48.68,930,34.86,51.02
12/11/23 5:15,12/11/23 5:30,486.4,801.97,699.94,48.66,930,34.85,50.99
12/11/23 5:30,12/11/23 5:45,486.19,804.24,700.04,48.67,930,34.87,51.02
12/11/23 5:45,12/11/23 6:00,485.66,805.12,700.28,48.66,930,34.88,51.03
12/11/23 6:00,12/11/23 6:15,485.53,803.72,699.95,48.66,930,34.86,51.04
12/11/23 6:15,12/11/23 6:30,485.79,804.01,699.91,48.66,930,34.87,51.03
12/11/23 6:30,12/11/23 6:45,484.33,806.57,700.38,48.66,930,34.89,51.07
12/11/23 6:45,12/11/23 7:00,485.7,801.57,699.8,48.69,930,34.87,51.04
12/11/23 7:00,12/11/23 7:15,484.74,808.21,700.06,48.64,930,34.87,51.04
12/11/23 7:15,12/11/23 7:30,484.67,808.12,699.86,48.65,930,34.88,51.05
12/11/23 7:30,12/11/23 7:45,485.64,806,699.91,48.65,930,34.87,51.05
12/11/23 7:45,12/11/23 8:00,486.62,803.26,700.07,48.67,930,34.87,51.01
12/11/23 8:00,12/11/23 8:15,487.85,802.01,700.04,48.72,930,34.86,51.01
12/11/23 8:15,12/11/23 8:30,486.83,805.24,700.16,48.67,930,34.86,51.01
12/11/23 8:30,12/11/23 8:45,485.12,810.37,700.25,48.63,930,34.87,51.03
12/11/23 8:45,12/11/23 9:00,486.02,807.32,699.91,48.63,930,34.86,51
12/11/23 9:00,12/11/23 9:15,486.66,806.43,699.78,48.65,930,34.86,51.01
12/11/23 9:15,12/11/23 9:30,489.23,802.63,699.88,48.69,930,34.86,50.99
12/11/23 9:30,12/11/23 9:45,488.68,803.04,700.31,48.68,930,34.87,51.01
12/11/23 9:45,12/11/23 10:00,487.1,805.08,700.02,48.63,930,34.87,51.01
12/11/23 10:00,12/11/23 10:15,486.61,807.07,699.9,48.63,930,34.88,51.01
12/11/23 10:15,12/11/23 10:30,486.02,806.08,699.98,48.66,930,34.87,51.02
12/11/23 10:30,12/11/23 10:45,487.1,801.61,699.61,48.69,930,34.88,51.01
12/11/23 10:45,12/11/23 11:00,486.62,803.91,700.64,48.68,930,34.88,51.03
12/11/23 11:00,12/11/23 11:15,486.12,804.99,700.07,48.66,930,34.88,51.04
