From date,To date,AIT_400_001A_P.PV,FIT_400_001A_P.PV,FIT_400_002A_P.PV,P_400_002A_P.RPM_MV,PIT_400_003A_P.PV,P_400_001A_P.RPM_MV,PDIT_400_002A_P.PV
12/1/23 21:15,12/1/23 21:30,518.27,806.62,699.88,48.47,930,34.82,50.59
12/1/23 21:30,12/1/23 21:45,518.92,805.17,699.97,48.47,930,34.82,50.59
12/1/23 21:45,12/1/23 22:00,518.39,805.01,699.97,48.48,930,34.82,50.59
12/1/23 22:00,12/1/23 22:15,518.64,804.16,699.68,48.5,930,34.82,50.59
12/1/23 22:15,12/1/23 22:30,517.65,804.32,700.14,48.48,930,34.81,50.6
12/1/23 22:30,12/1/23 22:45,517.7,803.04,699.8,48.5,930,34.82,50.6
12/1/23 22:45,12/1/23 23:00,516.94,805.27,699.97,48.49,930,34.82,50.6
12/1/23 23:00,12/1/23 23:15,517,802.19,699.64,48.52,930,34.82,50.6
12/1/23 23:15,12/1/23 23:30,514.12,809.83,700.3,48.47,930,34.83,50.64
12/1/23 23:30,12/1/23 23:45,514.5,807.92,699.78,48.47,930,34.82,50.63
12/1/23 23:45,12/2/23 0:00,516.62,802.11,699.8,48.5,930,34.82,50.62
12/2/23 0:00,12/2/23 0:15,517.18,799.66,699.96,48.54,930,34.82,50.61
12/2/23 0:15,12/2/23 0:30,513.89,809.17,700.33,48.47,930,34.83,50.65
12/2/23 0:30,12/2/23 0:45,512.94,810.05,699.59,48.47,930,34.82,50.65
12/2/23 0:45,12/2/23 1:00,515.01,801.27,699.96,48.54,930,34.83,50.64
12/2/23 1:00,12/2/23 1:15,514.94,805.01,699.93,48.53,930,34.82,50.65
12/2/23 1:15,12/2/23 1:30,514.01,804.02,700.26,48.52,930,34.83,50.64
12/2/23 1:30,12/2/23 1:45,511.51,810.54,699.76,48.46,930,34.83,50.65
12/2/23 1:45,12/2/23 2:00,513.48,804.86,699.98,48.51,930,34.82,50.65
12/2/23 2:00,12/2/23 2:15,513.34,804.68,700.13,48.55,930,34.82,50.65
12/2/23 2:15,12/2/23 2:30,513.1,803.62,700.28,48.54,930,34.81,50.65
12/2/23 2:30,12/2/23 2:45,512.86,804.17,699.85,48.53,930,34.82,50.65
12/2/23 2:45,12/2/23 3:00,512.86,804.37,700.01,48.52,930,34.82,50.65
12/2/23 3:00,12/2/23 3:15,510.19,811.08,700.07,48.48,930,34.8,50.66
12/2/23 3:15,12/2/23 3:30,511.24,807.07,699.79,48.51,930,34.81,50.64
12/2/23 3:30,12/2/23 3:45,512.89,804.37,699.99,48.53,930,34.81,50.64
12/2/23 3:45,12/2/23 4:00,512.47,801.43,699.86,48.54,930,34.81,50.65
12/2/23 4:00,12/2/23 4:15,510.88,806.9,700.02,48.51,930,34.82,50.67
12/2/23 4:15,12/2/23 4:30,510.65,806.35,700.05,48.51,930,34.82,50.67
12/2/23 4:30,12/2/23 4:45,510.47,808.46,700.1,48.5,930,34.83,50.66
12/2/23 4:45,12/2/23 5:00,510.47,805.66,699.94,48.51,930,34.82,50.64
12/2/23 5:00,12/2/23 5:15,512.39,801.54,699.86,48.55,930,34.82,50.65
12/2/23 5:15,12/2/23 5:30,511.83,801.59,700.15,48.55,930,34.8,50.65
12/2/23 5:30,12/2/23 5:45,509.36,810.86,700.27,48.51,930,34.82,50.67
12/2/23 5:45,12/2/23 6:00,508.91,806.31,699.67,48.5,930,34.82,50.67
12/2/23 6:00,12/2/23 6:15,510.58,803.29,699.98,48.52,930,34.82,50.65
12/2/23 6:15,12/2/23 6:30,510.16,803.39,699.94,48.55,930,34.82,50.66
12/2/23 6:30,12/2/23 6:45,509.87,804.44,699.91,48.53,930,34.82,50.67
12/2/23 6:45,12/2/23 7:00,509.33,803.42,700.24,48.53,930,34.81,50.66
12/2/23 7:00,12/2/23 7:15,509.54,803.03,700.11,48.53,930,34.82,50.64
12/2/23 7:15,12/2/23 7:30,508.77,806.23,700.05,48.54,930,34.82,50.68
12/2/23 7:30,12/2/23 7:45,506.42,809.16,700.11,48.49,930,34.82,50.67
12/2/23 7:45,12/2/23 8:00,508.06,804.88,700.02,48.53,930,34.82,50.66
12/2/23 8:00,12/2/23 8:15,509.67,800.82,699.93,48.57,930,34.81,50.66
12/2/23 8:15,12/2/23 8:30,508.69,804.39,699.92,48.56,930,34.82,50.65
12/2/23 8:30,12/2/23 8:45,507.13,808.45,700.14,48.5,930,34.82,50.65
12/2/23 8:45,12/2/23 9:00,507.24,809.87,699.89,48.49,930,34.8,50.65
12/2/23 9:00,12/2/23 9:15,509.06,804.28,699.79,48.54,930,34.8,50.63
12/2/23 9:15,12/2/23 9:30,508.73,804.78,699.95,48.56,930,34.81,50.62
12/2/23 9:30,12/2/23 9:45,509.59,802.34,699.94,48.52,930,34.81,50.61
12/2/23 9:45,12/2/23 10:00,510.67,802.24,699.7,48.56,930,34.81,50.62
12/2/23 10:00,12/2/23 10:15,509.61,804.33,700.5,48.53,930,34.82,50.63
12/2/23 10:15,12/2/23 10:30,507.55,809.08,699.85,48.47,930,34.81,50.64
12/2/23 10:30,12/2/23 10:45,510.52,805.12,700.26,48.55,930,34.81,50.62
12/2/23 10:45,12/2/23 11:00,509.63,802.7,699.91,48.53,930,34.81,50.63
12/2/23 11:00,12/2/23 11:15,509.18,800.99,699.83,48.54,930,34.82,50.62
12/2/23 11:15,12/2/23 11:30,509.16,805.14,700.09,48.53,930,34.82,50.65
12/2/23 11:30,12/2/23 11:45,508.56,806.47,700.3,48.51,930,34.82,50.64
12/2/23 11:45,12/2/23 12:00,507.76,808.35,699.85,48.51,930,34.82,50.65
12/2/23 12:00,12/2/23 12:15,507.59,806.37,699.93,48.5,930,34.82,50.63
12/2/23 12:15,12/2/23 12:30,507.5,807.72,700.3,48.5,930,34.82,50.66
12/2/23 12:30,12/2/23 12:45,508.64,802.3,699.79,48.54,930,34.83,50.64
12/2/23 12:45,12/2/23 13:00,509.09,802.45,700.11,48.56,930,34.82,50.63
12/2/23 13:00,12/2/23 13:15,507.87,802.25,699.82,48.55,930,34.82,50.64
12/2/23 13:15,12/2/23 13:30,505.79,809.48,699.93,48.51,930,34.82,50.64
12/2/23 13:30,12/2/23 13:45,505.1,805.54,699.86,48.52,930,34.83,50.65
12/2/23 13:45,12/2/23 14:00,507.74,802.29,699.83,48.58,930,34.83,50.66
12/2/23 14:00,12/2/23 14:15,506.87,804.31,700.14,48.57,930,34.84,50.66
12/2/23 14:15,12/2/23 14:30,503.98,810.88,699.96,48.51,930,34.82,50.69
12/2/23 14:30,12/2/23 14:45,505.08,806.32,700.02,48.52,930,34.83,50.67
12/2/23 14:45,12/2/23 15:00,507.39,801.36,699.87,48.58,930,34.83,50.66
12/2/23 15:00,12/2/23 15:15,507.07,801.68,700.05,48.56,930,34.83,50.66
12/2/23 15:15,12/2/23 15:30,506.12,805.55,700.3,48.53,930,34.83,50.66
12/2/23 15:30,12/2/23 15:45,505.59,805.12,699.99,48.55,930,34.84,50.68
12/2/23 15:45,12/2/23 16:00,506.31,802.74,699.54,48.55,930,34.83,50.67
12/2/23 16:00,12/2/23 16:15,503.92,810.68,700.02,48.51,930,34.84,50.71
12/2/23 16:15,12/2/23 16:30,505.15,808.8,700.06,48.53,930,34.83,50.69
12/2/23 16:30,12/2/23 16:45,507,801.82,699.96,48.56,930,34.83,50.65
12/2/23 16:45,12/2/23 17:00,507.31,801.02,699.89,48.57,930,34.83,50.66
12/2/23 17:00,12/2/23 17:15,506.14,805.85,699.97,48.53,930,34.83,50.67
12/2/23 17:15,12/2/23 17:30,504.66,808.39,699.89,48.52,930,34.83,50.69
12/2/23 17:30,12/2/23 17:45,505.19,807.58,699.93,48.52,930,34.83,50.68
12/2/23 17:45,12/2/23 18:00,506.09,803.98,700.02,48.52,930,34.84,50.67
12/2/23 18:00,12/2/23 18:15,507.5,801.88,699.96,48.57,930,34.83,50.68
12/2/23 18:15,12/2/23 18:30,507.89,802.74,699.83,48.57,930,34.83,50.68
12/2/23 18:30,12/2/23 18:45,507.36,803.26,700.03,48.57,930,34.84,50.69
12/2/23 18:45,12/2/23 19:00,503.59,810.47,699.9,48.49,930,34.84,50.72
12/2/23 19:00,12/2/23 19:15,505.45,806.57,699.96,48.53,930,34.83,50.7
12/2/23 19:15,12/2/23 19:30,507.49,800.37,699.69,48.57,930,34.83,50.7
12/2/23 19:30,12/2/23 19:45,506.81,804.71,700.39,48.57,930,34.83,50.7
12/2/23 19:45,12/2/23 20:00,504.71,809.31,700.2,48.51,930,34.84,50.72
12/2/23 20:00,12/2/23 20:15,504.78,808.08,699.86,48.54,930,34.84,50.72
12/2/23 20:15,12/2/23 20:30,505.17,806.97,700.28,48.53,930,34.83,50.7
12/2/23 20:30,12/2/23 20:45,505.38,804.73,699.94,48.53,930,34.81,50.67
12/2/23 20:45,12/2/23 21:00,505.73,805.18,700.18,48.56,930,34.83,50.69
12/2/23 21:00,12/2/23 21:15,505.55,804.76,700.02,48.55,930,34.83,50.69
12/2/23 21:15,12/2/23 21:30,505.87,804.6,699.87,48.55,930,34.83,50.71
12/2/23 21:30,12/2/23 21:45,505.74,803.85,699.96,48.54,930,34.82,50.7
12/2/23 21:45,12/2/23 22:00,505.01,804.97,699.98,48.53,930,34.83,50.69
12/2/23 22:00,12/2/23 22:15,505.27,804.69,700.06,48.55,930,34.84,50.69
12/2/23 22:15,12/2/23 22:30,504.61,805.87,700.1,48.55,930,34.83,50.72
12/2/23 22:30,12/2/23 22:45,504.93,804.74,699.85,48.54,930,34.83,50.69
12/2/23 22:45,12/2/23 23:00,505.03,804.46,700.01,48.54,930,34.83,50.7
12/2/23 23:00,12/2/23 23:15,504.34,804.03,699.99,48.54,930,34.82,50.71
12/2/23 23:15,12/2/23 23:30,504.16,805.11,700.24,48.53,930,34.82,50.72
12/2/23 23:30,12/2/23 23:45,504.39,807.49,699.82,48.53,930,34.84,50.72
12/2/23 23:45,12/3/23 0:00,504.07,806.24,699.81,48.55,930,34.83,50.73
12/3/23 0:00,12/3/23 0:15,504.12,806.75,699.94,48.55,930,34.84,50.73
12/3/23 0:15,12/3/23 0:30,505.8,801.25,699.99,48.57,930,34.83,50.71
12/3/23 0:30,12/3/23 0:45,506.11,803.44,700,48.56,930,34.82,50.7
12/3/23 0:45,12/3/23 1:00,503.97,808.14,700.06,48.52,930,34.84,50.73
12/3/23 1:00,12/3/23 1:15,503.62,807.37,699.77,48.52,930,34.84,50.74
12/3/23 1:15,12/3/23 1:30,506.12,804.02,699.92,48.57,930,34.84,50.72
12/3/23 1:30,12/3/23 1:45,506.16,804.04,700.29,48.57,930,34.83,50.71
12/3/23 1:45,12/3/23 2:00,505.19,805.7,699.84,48.54,930,34.84,50.72
12/3/23 2:00,12/3/23 2:15,505.28,807.52,700.19,48.53,930,34.83,50.73
12/3/23 2:15,12/3/23 2:30,505.45,805.65,700.03,48.53,930,34.82,50.71
12/3/23 2:30,12/3/23 2:45,505.23,805.21,699.76,48.53,930,34.83,50.72
12/3/23 2:45,12/3/23 3:00,505.5,807.78,699.99,48.54,930,34.83,50.73
12/3/23 3:00,12/3/23 3:15,505.69,805.41,700.13,48.54,930,34.83,50.73
12/3/23 3:15,12/3/23 3:30,506.79,803.75,699.97,48.55,930,34.82,50.71
12/3/23 3:30,12/3/23 3:45,507.25,803.58,700.08,48.56,930,34.83,50.7
12/3/23 3:45,12/3/23 4:00,506.9,801.55,700.28,48.56,930,34.8,50.68
12/3/23 4:00,12/3/23 4:15,504.47,807.05,700.14,48.54,930,34.82,50.69
12/3/23 4:15,12/3/23 4:30,504.05,808.08,700.14,48.52,930,34.82,50.7
12/3/23 4:30,12/3/23 4:45,503.73,808.09,699.95,48.52,930,34.82,50.69
12/3/23 4:45,12/3/23 5:00,503.96,804.73,699.73,48.54,930,34.82,50.67
12/3/23 5:00,12/3/23 5:15,505.01,803.74,699.85,48.56,930,34.82,50.68
12/3/23 5:15,12/3/23 5:30,505.11,803.18,700.26,48.58,930,34.83,50.67
12/3/23 5:30,12/3/23 5:45,505.09,804.14,699.75,48.57,930,34.82,50.69
12/3/23 5:45,12/3/23 6:00,503.8,808.72,700.19,48.53,930,34.82,50.69
12/3/23 6:00,12/3/23 6:15,502.19,809.65,699.96,48.51,930,34.82,50.69
12/3/23 6:15,12/3/23 6:30,504.25,803.73,699.81,48.55,930,34.81,50.66
12/3/23 6:30,12/3/23 6:45,504.71,803.66,700.16,48.57,930,34.81,50.66
12/3/23 6:45,12/3/23 7:00,504.31,802.92,699.96,48.56,930,34.82,50.68
12/3/23 7:00,12/3/23 7:15,503.94,802.64,699.53,48.57,930,34.82,50.66
12/3/23 7:15,12/3/23 7:30,500.91,810.08,700.46,48.56,930,34.81,50.69
12/3/23 7:30,12/3/23 7:45,502.55,806.49,699.87,48.53,930,34.81,50.67
12/3/23 7:45,12/3/23 8:00,503.57,805,700.1,48.53,930,34.81,50.66
12/3/23 8:00,12/3/23 8:15,503.73,802.77,700.05,48.54,930,34.81,50.65
12/3/23 8:15,12/3/23 8:30,503.88,804.58,700.1,48.53,930,34.8,50.65
12/3/23 8:30,12/3/23 8:45,504.04,805.1,699.82,48.54,930,34.82,50.65
12/3/23 8:45,12/3/23 9:00,504.29,805.35,700.06,48.52,930,34.81,50.63
12/3/23 9:00,12/3/23 9:15,504.15,805.58,699.74,48.53,930,34.8,50.64
12/3/23 9:15,12/3/23 9:30,504.5,804.47,700.15,48.52,930,34.8,50.62
12/3/23 9:30,12/3/23 9:45,504.53,805.4,700.18,48.53,930,34.8,50.61
12/3/23 9:45,12/3/23 10:00,504.65,801.98,700.05,48.53,930,34.81,50.61
12/3/23 10:00,12/3/23 10:15,504.81,804.04,699.93,48.52,930,34.8,50.61
12/3/23 10:15,12/3/23 10:30,505.19,805.97,700.07,48.53,930,34.82,50.62
12/3/23 10:30,12/3/23 10:45,505.25,802.32,700.04,48.52,930,34.81,50.61
12/3/23 10:45,12/3/23 11:00,506,800.67,699.89,48.55,930,34.81,50.61
12/3/23 11:00,12/3/23 11:15,505.28,809.19,700.32,48.52,930,34.82,50.62
12/3/23 11:15,12/3/23 11:30,502.46,812.06,699.91,48.46,930,34.81,50.62
12/3/23 11:30,12/3/23 11:45,505.62,805.02,699.89,48.51,930,34.81,50.61
12/3/23 11:45,12/3/23 12:00,505.84,803.91,699.72,48.52,930,34.81,50.6
12/3/23 12:00,12/3/23 12:15,504.62,804.73,700.15,48.52,930,34.8,50.62
12/3/23 12:15,12/3/23 12:30,503.53,804.59,700.28,48.52,930,34.81,50.63
12/3/23 12:30,12/3/23 12:45,502.31,804.26,699.83,48.55,930,34.82,50.63
12/3/23 12:45,12/3/23 13:00,501.63,804.9,699.87,48.54,930,34.82,50.65
12/3/23 13:00,12/3/23 13:15,503.36,802.54,700.14,48.56,930,34.81,50.62
12/3/23 13:15,12/3/23 13:30,503.07,801.49,699.98,48.55,930,34.82,50.63
12/3/23 13:30,12/3/23 13:45,502.32,806.6,700.1,48.55,930,34.82,50.64
12/3/23 13:45,12/3/23 14:00,502.94,807.11,700.26,48.5,930,34.81,50.64
12/3/23 14:00,12/3/23 14:15,503.64,806.71,699.86,48.52,930,34.82,50.64
12/3/23 14:15,12/3/23 14:30,502.6,808.18,699.74,48.49,930,34.83,50.64
12/3/23 14:30,12/3/23 14:45,506.1,798.84,700.15,48.56,930,34.81,50.62
12/3/23 14:45,12/3/23 15:00,501.74,813.4,700.02,48.46,930,34.83,50.65
12/3/23 15:00,12/3/23 15:15,505.27,801.63,699.75,48.55,930,34.81,50.62
12/3/23 15:15,12/3/23 15:30,504.99,803.4,699.72,48.52,930,34.8,50.61
12/3/23 15:30,12/3/23 15:45,504.67,807.29,700.16,48.53,930,34.82,50.65
12/3/23 15:45,12/3/23 16:00,505.03,804.64,700.27,48.51,930,34.81,50.62
12/3/23 16:00,12/3/23 16:15,505.7,805.44,699.85,48.51,930,34.82,50.64
12/3/23 16:15,12/3/23 16:30,506.44,803.39,700.29,48.54,930,34.81,50.62
12/3/23 16:30,12/3/23 16:45,506.82,804.45,700.19,48.54,930,34.82,50.62
12/3/23 16:45,12/3/23 17:00,506.14,806.14,700.19,48.51,930,34.82,50.63
12/3/23 17:00,12/3/23 17:15,506.45,805.18,699.98,48.55,930,34.82,50.66
12/3/23 17:15,12/3/23 17:30,506.74,804.74,699.99,48.5,930,34.82,50.64
12/3/23 17:30,12/3/23 17:45,506.89,804.24,699.84,48.52,930,34.82,50.63
12/3/23 17:45,12/3/23 18:00,506.82,806.88,699.98,48.5,930,34.83,50.63
12/3/23 18:00,12/3/23 18:15,507.25,805.39,699.71,48.5,930,34.82,50.63
12/3/23 18:15,12/3/23 18:30,507.52,803.39,700.08,48.5,930,34.82,50.63
12/3/23 18:30,12/3/23 18:45,507.79,805.56,699.69,48.5,930,34.82,50.64
12/3/23 18:45,12/3/23 19:00,507.93,804.18,700.1,48.51,930,34.82,50.63
12/3/23 19:00,12/3/23 19:15,508.22,804.12,700.13,48.51,930,34.81,50.62
12/3/23 19:15,12/3/23 19:30,507.96,803.08,699.86,48.52,930,34.82,50.61
12/3/23 19:30,12/3/23 19:45,506.85,802.43,699.84,48.54,930,34.81,50.64
12/3/23 19:45,12/3/23 20:00,505.64,807.51,700.28,48.51,930,34.82,50.66
12/3/23 20:00,12/3/23 20:15,505.27,805.89,699.91,48.48,930,34.82,50.66
12/3/23 20:15,12/3/23 20:30,505.58,806.87,700.01,48.49,930,34.84,50.68
12/3/23 20:30,12/3/23 20:45,505.32,807.82,699.78,48.48,930,34.83,50.66
12/3/23 20:45,12/3/23 21:00,505.95,807.57,700.26,48.51,930,34.82,50.65
12/3/23 21:00,12/3/23 21:15,506.18,803.58,699.73,48.52,930,34.82,50.64
12/3/23 21:15,12/3/23 21:30,507.23,801.1,700.36,48.54,930,34.81,50.64
12/3/23 21:30,12/3/23 21:45,505.82,803.86,699.92,48.51,930,34.83,50.65
12/3/23 21:45,12/3/23 22:00,505.39,805.73,699.8,48.53,930,34.82,50.66
12/3/23 22:00,12/3/23 22:15,505.31,807.56,700.33,48.51,930,34.82,50.68
12/3/23 22:15,12/3/23 22:30,504.65,806.76,700.1,48.51,930,34.83,50.67
12/3/23 22:30,12/3/23 22:45,504.8,806.34,699.85,48.51,930,34.82,50.66
12/3/23 22:45,12/3/23 23:00,505.17,806.08,700.05,48.5,930,34.82,50.65
12/3/23 23:00,12/3/23 23:15,505.95,805.58,700.04,48.52,930,34.82,50.64
12/3/23 23:15,12/3/23 23:30,506.13,800.74,699.97,48.53,930,34.82,50.63
12/3/23 23:30,12/3/23 23:45,506.09,803.59,700.13,48.54,930,34.83,50.65
12/3/23 23:45,12/4/23 0:00,505.17,807.09,700.23,48.53,930,34.82,50.66
12/4/23 0:00,12/4/23 0:15,503.04,808.12,699.84,48.48,930,34.8,50.66
12/4/23 0:15,12/4/23 0:30,504.84,804.76,699.71,48.52,930,34.81,50.64
12/4/23 0:30,12/4/23 0:45,504.99,804.15,699.65,48.52,930,34.82,50.63
12/4/23 0:45,12/4/23 1:00,504.88,803.44,700.41,48.53,930,34.8,50.63
12/4/23 1:00,12/4/23 1:15,504.9,804.82,700.23,48.54,930,34.8,50.64
12/4/23 1:15,12/4/23 1:30,504.7,803.01,699.9,48.53,930,34.82,50.64
12/4/23 1:30,12/4/23 1:45,503.82,805.13,700.07,48.53,930,34.82,50.65
12/4/23 1:45,12/4/23 2:00,503.81,806.42,699.76,48.52,930,34.82,50.66
12/4/23 2:00,12/4/23 2:15,503.39,805.14,700.09,48.52,930,34.82,50.66
12/4/23 2:15,12/4/23 2:30,503.36,807.1,700.05,48.51,930,34.81,50.66
12/4/23 2:30,12/4/23 2:45,503.07,805.81,699.81,48.52,930,34.82,50.66
12/4/23 2:45,12/4/23 3:00,502.41,805.92,699.91,48.53,930,34.81,50.64
